,click_through_rate,conversion_rate,view_time,cost_per_click,ROI,day_of_week,day_of_month,month,is_month_start,is_month_end,is_weekend,is_holiday,age_group_encoded,engagement_level_encoded,device_type_Mobile,device_type_Tablet,location_Germany,location_India,location_UK,location_USA,gender_Male,content_type_Text,content_type_Video,ad_topic_Electronics,ad_topic_Entertainment,ad_topic_Fashion,ad_topic_Finance,ad_topic_Food,ad_topic_Health,ad_topic_Travel,ad_target_audience_Fitness Lovers,ad_target_audience_Professionals,ad_target_audience_Students,ad_target_audience_Tech Enthusiasts,ad_target_audience_Travel Lovers,ad_target_audience_Young Adults
138,0.0577,0.1776,19,0.73,3.7,1,3,6,1,0,0,0,4,,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
139,0.0617,0.1971,22,0.85,1.59,6,21,12,0,0,1,0,1,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
140,0.0434,0.1668,15,1.48,0.61,4,31,10,0,1,0,0,3,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0.0595,0.1869,27,0.63,8.06,4,17,1,0,0,0,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
142,0.0908,0.1371,9,1.11,1.8,4,13,6,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
143,0.0386,0.1446,35,0.36,11.01,3,10,7,0,0,0,0,4,5.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
144,0.0618,0.1716,24,1.06,2.2,3,6,3,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
145,0.0688,0.1557,55,0.29,16.01,0,27,1,0,1,0,0,3,15.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
146,0.0434,0.1206,23,0.63,4.49,4,20,6,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
147,0.0651,0.1752,18,0.59,3.45,5,15,3,0,0,1,0,2,,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
148,0.133,0.2244,65,0.83,3.75,2,14,5,0,0,0,0,0,50.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
149,0.0554,0.1842,27,0.4,13.41,2,14,5,0,0,0,0,2,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
150,0.0495,0.2121,10,1.11,4.78,3,24,4,0,1,0,0,4,0.0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
151,0.071,0.1641,33,0.5,9.15,1,30,9,0,1,0,0,3,5.0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
152,0.0326,0.0744,25,0.37,1.34,4,3,1,1,0,0,0,1,,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
153,0.0416,0.1152,12,1.03,2.11,5,13,9,0,0,1,0,1,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,0.0657,0.1734,32,1.25,1.97,6,18,5,0,0,1,0,1,5.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,0.062,0.2397,40,1.02,4.04,1,18,11,0,0,0,0,3,5.0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
156,0.0798,0.1911,10,1.43,1.72,5,26,7,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
157,0.0907,0.1983,14,1.25,1.09,0,20,10,0,0,0,0,1,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,0.0866,0.1926,21,0.41,3.33,4,20,6,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
159,0.0453,0.1467,39,1.05,1.76,0,19,5,0,0,0,0,3,5.0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
160,0.0235,0.1164,62,0.4,7.2,5,22,2,0,1,1,0,3,15.0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
161,0.0351,0.1278,26,0.67,0.87,6,23,3,0,0,1,0,1,,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,0.0926,0.1989,20,0.54,7.01,3,4,9,1,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
163,0.1029,0.2025,25,0.89,5.93,0,20,1,0,0,0,0,1,,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
164,0.0325,0.1749,13,0.5,2.79,5,6,12,1,0,1,0,4,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
165,0.0522,0.2319,48,0.28,11.14,4,3,10,1,0,0,0,3,15.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
166,0.0354,0.1161,70,0.79,0.97,3,5,6,1,0,0,0,4,15.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
167,0.0666,0.1281,59,0.92,3.46,2,14,5,0,0,0,0,1,15.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
168,0.0359,0.084,6,0.74,1.23,3,25,12,0,1,0,1,0,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
169,0.1163,0.2016,24,0.79,6.42,4,21,11,0,0,0,0,0,,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
170,0.0403,0.1011,22,0.61,1.84,6,31,8,0,1,1,0,0,,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
171,0.1252,0.1646999999999999,87,0.3,8.38,3,23,10,0,0,0,0,0,50.0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
172,0.0535,0.1314,14,0.46,7.07,1,28,10,0,1,0,0,0,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
173,0.0301,0.1293,13,0.4,3.72,5,8,3,0,0,1,0,2,0.0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
174,0.0796,0.2537999999999999,28,1.48,0.34,4,24,10,0,0,0,0,3,,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
175,0.0385,0.1062,66,0.51,1.76,4,25,7,0,1,0,0,3,15.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
176,0.0809,0.2085,22,0.92,4.11,4,21,2,0,0,0,0,3,,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
177,0.0596,0.132,14,0.78,2.12,0,7,7,1,0,0,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
178,0.0732,0.2249999999999999,12,1.88,0.05,6,22,6,0,0,1,0,2,0.0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
179,0.0256,0.0831,48,0.82,0.6,2,28,5,0,1,0,0,3,15.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
180,0.0209,0.1206,9,1.6,0.76,6,27,4,0,1,1,0,4,0.0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
181,0.0695,0.1575,43,1.04,3.4,2,24,12,0,0,0,0,0,5.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
182,0.0476,0.1523999999999999,34,0.84,0.29,2,2,4,1,0,0,0,2,5.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
183,0.0238,0.1146,14,0.43,4.91,2,24,12,0,0,0,0,4,0.0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
184,0.0358,0.1596,15,0.3,11.22,2,30,7,0,1,0,0,3,0.0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
185,0.0263,0.0984,16,0.79,1.41,4,25,7,0,1,0,0,4,,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
186,0.1056,0.2736,20,1.26,0.5,0,7,4,1,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
187,0.0232,0.0738,24,0.59,1.27,4,17,1,0,0,0,0,3,,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188,0.0825,0.2079,27,0.46,7.43,5,19,4,0,0,1,0,3,,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
189,0.0173,0.1017,13,1.04,0.23,2,9,7,0,0,0,0,4,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
190,0.1009,0.2349,61,1.59,3.74,1,29,4,0,1,0,0,1,15.0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
191,0.1016,0.2256,9,0.75,3.56,0,6,1,1,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
192,0.0384,0.1383,11,0.98,1.93,0,15,9,0,0,0,0,4,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
193,0.0227,0.1074,12,0.47,1.94,4,28,3,0,1,0,0,4,0.0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
194,0.0902,0.1608,23,0.85,1.52,3,9,1,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
195,0.0893,0.1791,61,1.56,0.17,6,21,12,0,0,1,0,1,15.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
196,0.0464,0.1232999999999999,26,0.97,0.35,3,20,2,0,0,0,0,2,,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
197,0.0842,0.1508999999999999,24,1.06,3.08,4,3,1,1,0,0,0,2,,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
198,0.0456,0.1557,49,1.1,4.0,0,4,8,1,0,0,0,1,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
199,0.1041,0.2214,79,1.11,3.12,2,11,6,0,0,0,0,0,50.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
200,0.0496,0.177,48,0.7,4.7,6,31,8,0,1,1,0,3,5.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,0.0808,0.1668,21,1.35,1.23,5,22,3,0,0,1,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,0.0526,0.1086,22,1.81,0.14,4,7,2,1,0,0,0,3,,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
203,0.1354,0.1946999999999999,59,0.65,2.13,6,29,6,0,1,1,0,0,15.0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
204,0.0331,0.1848,14,1.91,0.35,2,6,8,1,0,0,0,4,0.0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
205,0.0867,0.1173,50,0.31,5.16,4,18,7,0,0,0,0,1,15.0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
206,0.0313,0.0894,42,0.65,1.38,5,21,6,0,0,1,0,2,5.0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
207,0.025,0.0894,86,0.35,4.49,2,8,10,0,0,0,0,3,50.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
208,0.1011,0.1536,63,0.89,0.76,1,15,4,0,0,0,0,0,50.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
209,0.1108,0.2727,80,0.51,3.69,6,3,8,1,0,1,0,0,50.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
210,0.0213,0.0702,66,0.66,1.82,1,25,3,0,1,0,0,3,15.0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
211,0.0827,0.2148,27,1.17,1.66,2,23,4,0,0,0,0,2,,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
212,0.032,0.1568999999999999,37,1.09,0.36,2,9,7,0,0,0,0,3,5.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
213,0.0609,0.1401,13,1.35,0.41,6,8,6,0,0,1,0,0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
214,0.0614,0.1583999999999999,47,1.01,1.7,4,15,8,0,0,0,0,3,15.0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
215,0.0965,0.255,30,0.42,15.45,2,6,8,1,0,0,0,1,,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
216,0.0891,0.2532,87,0.52,12.7,3,27,11,0,1,0,0,3,50.0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
217,0.045,0.1143,8,0.87,2.86,1,5,8,1,0,0,0,0,0.0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
218,0.0584,0.1113,32,0.23,13.12,0,21,7,0,0,0,0,2,5.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
219,0.0613,0.2514,34,0.27,17.58,2,13,8,0,0,0,0,3,5.0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
220,0.0336,0.0978,62,0.51,0.8,3,20,11,0,0,0,0,1,15.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
221,0.1201,0.2787,31,1.32,3.28,3,18,12,0,0,0,0,0,5.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
222,0.0712,0.2583,39,1.24,0.98,2,7,5,1,0,0,0,3,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
223,0.0721,0.1863,13,0.85,3.34,4,5,12,1,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
224,0.0701,0.2124,79,0.99,6.06,3,17,4,0,0,0,0,3,50.0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
225,0.0372,0.0711,29,1.36,-0.5,1,25,3,0,1,0,0,1,,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,0.0704,0.1119,35,0.93,1.49,3,20,11,0,0,0,0,0,5.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
227,0.021,0.0909,30,1.54,-0.0,0,20,1,0,0,0,0,4,5.0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
228,0.04,0.0705,12,0.53,0.87,3,27,11,0,1,0,0,1,0.0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
229,0.0271,0.0738,22,0.46,1.54,6,28,9,0,1,1,0,2,,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
230,0.0816,0.2457,32,0.72,7.28,1,22,7,0,0,0,0,2,5.0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
231,0.0502,0.1521,34,0.87,1.76,2,9,7,0,0,0,0,3,5.0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
232,0.06,0.1275,53,0.88,1.93,1,15,7,0,0,0,0,2,15.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
233,0.0879,0.2238,27,0.38,8.95,5,1,2,1,0,1,0,2,,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
234,0.0337,0.1146,30,0.98,2.01,4,2,5,1,0,0,0,2,,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
235,0.0743,0.2475,30,1.36,5.24,0,29,9,0,1,0,0,1,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
236,0.0863,0.21,71,0.62,8.21,1,4,3,1,0,0,0,3,50.0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
237,0.0312,0.1185,83,0.89,3.89,0,22,9,0,0,0,0,1,50.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
238,0.0284,0.1521,28,0.44,9.66,1,16,9,0,0,0,0,4,,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
239,0.0801,0.177,20,0.29,3.45,1,15,7,0,0,0,0,2,,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
240,0.0719,0.2022,9,0.89,2.66,0,9,6,0,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
241,0.0278,0.0858,12,0.73,0.07,3,25,12,0,1,0,1,2,0.0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
242,0.049,0.1176,14,0.98,2.15,2,15,10,0,0,0,0,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
243,0.0248,0.0972,24,1.12,-0.13,5,4,1,1,0,1,0,3,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
244,0.0312,0.0825,8,1.21,0.93,6,14,12,0,0,1,0,2,0.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
245,0.0895,0.1173,30,0.87,0.98,6,23,11,0,0,1,0,1,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
246,0.031,0.1053,15,1.88,0.56,5,2,8,1,0,1,0,1,0.0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
247,0.0867,0.2046,14,0.68,1.46,1,1,4,1,0,0,0,0,0.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
248,0.0427,0.147,32,0.95,3.08,5,10,5,0,0,1,0,2,5.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
249,0.0594,0.2087999999999999,23,1.07,0.34,3,10,4,0,0,0,0,4,,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
250,0.064,0.1644,8,0.66,0.6,5,28,6,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
251,0.0608,0.2004,11,0.93,1.38,3,18,12,0,0,0,0,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0.0509,0.1083,15,0.62,1.63,5,17,5,0,0,1,0,2,,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
253,0.1415,0.2289,59,1.16,6.84,0,10,3,0,0,0,0,1,50.0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
254,0.0598,0.1152,15,0.5,1.28,5,22,3,0,0,1,0,0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
255,0.0291,0.1212,14,1.35,-0.05,5,6,12,1,0,1,0,2,0.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
256,0.0596,0.2106,39,1.43,3.87,0,20,1,0,0,0,1,4,5.0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
257,0.0934,0.1523999999999999,48,1.11,2.79,1,11,2,0,0,0,0,0,5.0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
258,0.0313,0.1185,56,0.57,3.32,2,9,4,0,0,0,0,3,15.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
259,0.031,0.0941999999999999,8,0.94,0.52,2,5,2,1,0,0,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
260,0.0262,0.0927,19,1.31,-0.21,5,16,8,0,0,1,0,3,,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
261,0.0416,0.1803,64,0.54,1.96,2,30,7,0,1,0,0,4,50.0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
262,0.0522,0.1446,21,0.5,1.85,0,31,3,0,1,0,0,2,,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
263,0.0472,0.1109999999999999,7,0.76,1.45,2,30,4,0,1,0,0,2,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
264,0.0948,0.1377,12,0.74,3.65,6,1,6,1,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,0.0457,0.2604,50,1.1,1.72,5,13,9,0,0,1,0,4,5.0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
266,0.0468,0.1515,28,0.45,5.72,3,21,8,0,0,0,0,2,,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
267,0.1547,0.2973,45,0.96,7.98,2,2,4,1,0,0,0,0,15.0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
268,0.0469,0.099,10,1.03,0.54,4,11,4,0,0,0,0,0,0.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
269,0.0398,0.1017,11,0.76,2.48,2,23,4,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
270,0.0623,0.1989,29,1.48,1.13,4,4,7,1,0,0,0,3,,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
271,0.0371,0.1137,47,0.54,1.78,3,3,4,1,0,0,0,0,5.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
272,0.1501,0.2204999999999999,47,1.34,4.72,6,6,4,1,0,1,0,0,5.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
273,0.0351,0.1094999999999999,22,0.76,1.94,1,28,10,0,1,0,0,2,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
274,0.0319,0.1101,5,0.72,2.79,0,15,9,0,0,0,0,1,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,0.0437,0.1197,5,0.82,0.05,6,2,2,1,0,1,0,0,0.0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
276,0.0184,0.1077,15,0.81,3.26,4,7,3,1,0,0,0,4,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
277,0.0154,0.1169999999999999,25,0.93,0.54,0,24,3,0,0,0,0,4,,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
278,0.0936,0.1961999999999999,26,0.52,2.34,4,14,11,0,0,0,0,1,,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
279,0.0591,0.1674,8,0.45,9.14,0,21,7,0,0,0,0,3,0.0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
280,0.0383,0.1011,28,0.26,5.81,0,7,7,1,0,0,0,0,,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
281,0.0254,0.1035,21,0.57,2.4,3,19,6,0,0,0,0,2,,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
